,Authors,Quotes,Likes,tags
21,"Steve Maraboli,","“If you fuel your journey on the opinions of others, you are going to run out of gas.”",189,"['fuel,', 'gas,', 'happiness,', 'inspirational,', 'journey,', 'life,', 'motivational,', 'opinion,', 'success']"
22,Shannon L. Alder,"“The most intriguing people you will encounter in this life are the people who had insights about you, that you didn't know about yourself.”",189,"['authors,', 'family,', 'friendship,', 'guardian-angels,', 'helping,', 'insight,', 'inspiration,', 'inspire,', 'kindred-spirits,', 'motivational,', 'no-coincidences,', 'pastors,', 'scholars,', 'similarities,', 'socrates,', 'special,', 'teachers,', 'unique']"
23,Sarah Caldwell,"“Learn everything you can, anytime you can, from anyone you can, there will always come a time when you will be grateful you did.”",181,"['inspirational,', 'learning,', 'motivational,', 'opportunity']"
24,"Steve Maraboli,","“Set the standard! Stop expecting others to show you love, acceptance, commitment, & respect when you don't even show that to yourself.”",180,"['acceptance,', 'commitment,', 'expectations,', 'love,', 'motivational,', 'respect,', 'standard']"
25,John Paul Warren,"“Faith moves mountains, love transforms hearts.”",178,"['inspirational-quotes,', 'leadership,', 'motivational']"
26,"Steve Maraboli,",“Sometimes letting go is simply changing the labels you place on an event. Looking at the same event with fresh eyes.”,177,"['agreement-with-reality,', 'changing,', 'inspirational,', 'labels,', 'letting-go,', 'life,', 'motivational']"
27,Roy T. Bennett,“Create your own miracles; do what you think you cannot do.”,175,"['action,', 'doing,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'miracles,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
28,"Marianne Williamson,","“Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, Who am I to be brilliant, gorgeous, talented, fabulous? Actually, who are you not to be?”",167,"['inspirational,', 'love,', 'motivational,', 'self-empowerment,', 'self-esteem,', 'self-realization,', 'spiritual,', 'truth']"
29,"Robin S. Sharma,","“Push yourself to do more and to experience more. Harness your energy to start expanding your dreams. Yes, expand your dreams. Don't accept a life of mediocrity when you hold such infinite potential within the fortress of your mind. Dare to tap into your greatness.”",158,"['dreams,', 'inspirational,', 'life,', 'motivational']"
0,"Steve Maraboli,","“If you are not the hero of your own story, then you're missing the whole point of your humanity.”",288,"['happiness,', 'hero,', 'humanity,', 'inspirational,', 'life,', 'motivational,', 'story,', 'success']"
1,"Criss Jami,","“A young outcast will often feel that there is something wrong with himself, but as he gets older, grows more confident in who he is, he will adapt, he will begin to feel that there is something wrong with everyone else.”",258,"['adaptation,', 'anger,', 'attitude,', 'bullied,', 'bully,', 'bullying,', 'confidence,', 'confidence-and-attitude,', 'encouragement,', 'growth,', 'inspirational,', 'introvert,', 'loneliness,', 'motivational,', 'outcast,', 'pain,', 'youth']"
2,"Richelle Mead,",“Sometimes it's worth lingering on the journey for a while before getting to the destination.”,238,"['journey,', 'motivational,', 'richelle-mead,', 'the-indigo-spell']"
3,Norman Vincent Peale,"“What the mind can conceive and believe, and the heart desire, you can achieve.”",224,"['achievement,', 'aims,', 'belief,', 'desires,', 'goals,', 'inspirational,', 'motivational,', 'self-confidence,', 'self-trust']"
4,"Roy T. Bennett,","“Integrity is doing what is right and truthful, and doing as you say you would do.”",202,"['improvement,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'integrity,', 'leadership,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success,', 'truth,', 'truthful']"
5,St. Francis of Assisi,"“We have been called to heal wounds, to unite what has fallen apart, and to bring home those who have lost their way.”",190,"['inspirational,', 'motivational']"
6,"Criss Jami,","“Love is as simple as the absence of self given to another. God, when invited, fills the void of any unrequited love; hence loving is how one is drawn closer to God no matter its most horrific repercussions.”",190,"['absence,', 'adversity,', 'broken,', 'faith,', 'fill-the-void,', 'god,', 'heart-broken,', 'horrific,', 'motivational,', 'repercussions,', 'suffering,', 'true-love,', 'unconditional-love,', 'unrequited-love,', 'void']"
7,"Charles Dickens,","“Annual income twenty pounds, annual expenditure nineteen nineteen and six , result happiness.",173,"['advice,', 'copperfield,', 'debt,', 'dickens,', 'frugality,', 'income,', 'micawber,', 'money,', 'motivational,', 'pecuniary']"
8,"Jordan Belfort,","“Act as if! Act as if you're a wealthy man, rich already, and then you'll surely become rich. Act as if you have unmatched confidence and then people will surely have confidence in you. Act as if you have unmatched experience and then people will follow your advice. And act as if you are already a tremendous success, and as sure as I stand here today - you will become successful.”",173,"['inspirational,', 'motivational,', 'success']"
9,Walter D. Wintle,"“If you think you are beaten, you are",172,"['inspiration,', 'inspirational,', 'mind-power,', 'mindfulness,', 'motivational,', 'napoleon-hill']"
10,William Faulkner,“Don't bother just to be better than your contemporaries or predecessors. Try to be better than yourself.”,170,"['faulkner,', 'inspirational,', 'motivational']"
11,"Steve Maraboli,","“No matter what your history has been, your destiny is what you create today. What are you going to create?”",167,"['action,', 'change,', 'destiny,', 'history,', 'inspirational,', 'life,', 'motivational,', 'seize-the-day,', 'success,', 'today']"
12,"Epictetus,","“Now is the time to get serious about living your ideals. How long can you afford to put off who you really want to be? Your nobler self cannot wait any longer. Put your principles into practice – now. Stop the excuses and the procrastination. This is your life! You aren’t a child anymore. The sooner you set yourself to your spiritual program, the happier you will be. The longer you wait, the more you’ll be vulnerable to mediocrity and feel filled with shame and regret, because you know you are capable of better. From this instant on, vow to stop disappointing yourself. Separate yourself from the mob. Decide to be extraordinary and do what you need to do – now.”",167,"['motivational,', 'procrastination']"
13,"Steve Maraboli,",“Do what you think is right. Don't let people make the decision of right or wrong for you.”,163,"['choice,', 'conviction,', 'motivational,', 'right,', 'self-empowerment,', 'wrong']"
14,Samuel Beckett,“Ever Tried. Ever Failed. No matter. Try again. Fail again. Fail better.”,163,"['humourous,', 'motivational,', 'philosophical,', 'quirky']"
15,Lalah Delia,“She remembered who she was,157,"['awakening,', 'divine-mother,', 'divine-strength,', 'do-the-work,', 'doing-the-work,', 'emerging,', 'encouragement,', 'god-is-with-you,', 'god-is-working-in-your-life,', 'growth,', 'inner-strength,', 'inspirational,', 'journey,', 'journey-of-life,', 'lalah-delia,', 'life-path,', 'life-philosophy,', 'life-purpose,', 'love,', 'meditation,', 'minimalism,', 'motivational,', 'philosophy,', 'purposeful-living,', 'rebirth,', 'reemerging,', 'sacred-feminine,', 'self-actualization,', 'self-confidence,', 'self-improvement,', 'self-love,', 'self-mastery,', 'self-realization,', 'spiritual,', 'spirituality,', 'trust-the-journey,', 'trust-the-process']"
16,Sheryl Sandberg,"“If you're offered a seat on a rocket ship, don't ask what seat! Just get on.”",153,"['career-advice,', 'inspirational,', 'leadership,', 'lean-in,', 'motivational,', 'risk-taking,', 'women-in-business']"
17,Steve Maraboli,“People will always have opinions about your decision because they're not courageous enough to take action on their opinion.”,152,"['action,', 'courageous,', 'decision,', 'inspirational,', 'life,', 'motivational,', 'opinions,', 'people']"
18,Maxwell Maltz,“Times will change for the better when you change.”,151,"['character,', 'motivational,', 'work,', 'worry']"
19,"Steve Maraboli,",“Your opinion is not my reality.”,148,"['inspirational,', 'motivational,', 'opinion,', 'reality']"
20,"Steve Maraboli,","“When you are living the best version of yourself, you inspire others to live the best versions of themselves.”",143,"['being-yourself,', 'best-version,', 'happiness,', 'inspirational,', 'inspire,', 'life,', 'motivational,', 'success,', 'version']"
21,Les Brown,"“Life has no limitations, except the ones you make.”",138,"['inspirational,', 'les-brown,', 'motivational']"
22,"Robert Greene,","“12--Lose Battles, But Win The War: Grand Strategy",135,['motivational']
23,Amit Kalantri,"“If an apology is followed by an excuse or a reason, it means they are going to commit same mistake again they just apologized for.”",134,"['apologies,', 'apologize,', 'apology,', 'fun,', 'funny,', 'funny-quotes,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'mistake,', 'mistakes,', 'motivation,', 'motivational,', 'motivational-quotes,', 'philosophy,', 'repeat-mistakes,', 'wisdom,', 'wisdom-quotes,', 'wit,', 'witty,', 'witty-quotes']"
24,"Steve Maraboli,","“Look around you. Everything changes. Everything on this earth is in a continuous state of evolving, refining, improving, adapting, enhancing…changing. You were not put on this earth to remain stagnant.”",133,"['action,', 'adapting,', 'change,', 'enhancing,', 'evolving,', 'improving,', 'life,', 'motivational,', 'refining']"
25,Roy T. Bennett,“Leaders are limited by their vision rather than by their abilities.”,133,"['ability,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'vision']"
26,"Steve Maraboli,","“Become the leader of your life. Lead yourself to where you want to be. Breathe life back into your ambitions, your desires, your goals, your relationships.”",131,"['ambitions,', 'breathe,', 'desires,', 'goals,', 'inspirational,', 'leader,', 'life,', 'motivational,', 'relationships,', 'success']"
27,"Dan Sofer,",“God helps those who strut their stuff.”,129,"['humor,', 'humor-inspirational,', 'inspirational,', 'life-philosophy,', 'motivational']"
28,"Mark Manson,","“Because when we give too many fucks, when we choose to give a fuck about everything, then we feel as though we are perpetually entitled to feel comfortable and happy at all times, that’s when life fucks us.”",125,"['entitlement,', 'motivational']"
29,"Steve Maraboli,","“Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.”",120,"['anger,', 'compassion,', 'grudge,', 'inspirational,', 'life,', 'motivational,', 'people,', 'resentment']"
0,"Roy T. Bennett,",“The level of success you achieve will be in direct proportion to the depth of your commitment.”,227,"['commitment,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'success']"
1,"Criss Jami,",“To be heroic is to be courageous enough to die for something; to be inspirational is to be crazy enough to live a little.”,206,"['clever,', 'courage,', 'courageous,', 'crazy,', 'death,', 'definition,', 'hero,', 'heroes,', 'heroic,', 'heroism,', 'inspirational,', 'life,', 'living,', 'living-life-to-the-fullest,', 'motivational,', 'soldier,', 'stand,', 'stand-out,', 'success,', 'warrior,', 'winning']"
2,"Steve Maraboli,","“You have a unique gift to offer this world. Be true to yourself, be kind to yourself, read and learn about everything that interests you and keep away from people who bring you down. When you treat yourself kindly and respect the uniqueness of those around you, you will be giving this world an amazing gift... YOU!”",200,"['be-you,', 'be-yourself,', 'happiness,', 'inspirational,', 'kindness,', 'motivational,', 'respect,', 'self-esteem,', 'success']"
3,Kim Namjoon,"“Maybe I made a mistake yesterday, but yesterday’s me is still me. I am who I am today, with all my faults. Tomorrow I might be a tiny bit wiser, and that’s me, too. These faults and mistakes are what I am, making up the brightest stars in the constellation of my life. I have come to love myself for who I was, who I am, and who I hope to become.”",159,"['bts,', 'end-violence,', 'inspirational,', 'love-myself,', 'motivational,', 'self-love,', 'unicef,', 'united-nations']"
4,"Bruce Lee,",“The spirit of the individual is determined by his dominating thought habits.”,153,"['motivational,', 'thinking']"
5,"Steve Maraboli,","“I will be generous with my love today. I will sprinkle compliments and uplifting words everywhere I go. I will do this knowing that my words are like seeds and when they fall on fertile soil, a reflection of those seeds will grow into something greater.”",151,"['compassion,', 'compliments,', 'inspirational,', 'love,', 'motivational,', 'resolution']"
6,"Steve Maraboli,",“Don't give up! It's not over. The universe is balanced. Every set-back bears with it the seeds of a come-back.”,151,"['challenges,', 'life,', 'motivational,', 'success,', 'universe']"
7,"Steve Maraboli,","“‎Today is a new day. It's a day you have never seen before and will never see again. Stop telling yourself the 'same crap, different day' lie! How many days has that lie stolen from you? Seize the wonder and uniqueness of today! Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go.”",147,"['action,', 'carpe-diem,', 'choices,', 'inspirational,', 'life,', 'motivational,', 'new-day,', 'opportunities,', 'seize-the-day,', 'unique']"
8,"Criss Jami,","“If you're waiting until you feel talented enough to make it, you'll never make it.”",145,"['action,', 'actor,', 'ambition,', 'athlete,', 'bravery,', 'business,', 'career,', 'concern,', 'confidence,', 'contentment,', 'courage,', 'determination,', 'doubt,', 'dreams,', 'emotions,', 'encouraging,', 'faith,', 'fear,', 'feelings,', 'follow-your-dreams,', 'gift,', 'good-enough,', 'insecurity,', 'inspirational,', 'just-do-it,', 'just-do-something,', 'motivational,', 'musician,', 'passion,', 'perseverance,', 'persistence,', 'pursue-your-dreams,', 'risk,', 'security,', 'skill,', 'success,', 'take-action,', 'talent,', 'worry']"
9,"Amit Ray,","“God is whispering in your heart, in the whole existence, just tune your ears.”",137,"['god,', 'inspirational,', 'mediation,', 'meditations,', 'motivational,', 'silence,', 'spiritual,', 'spiritual-growth,', 'spirituality']"
10,Roy T. Bennett,“Finding the lesson behind every adversity will be the one important thing that helps get you through it.”,132,"['adversity,', 'challenge,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
11,"Steve Maraboli,","“I am not a victim. No matter what I have been through, I'm still here. I have a history of victory.”",129,"['history,', 'inspirational,', 'motivational,', 'success,', 'victim-mentality,', 'victory']"
12,"George Santayana,","“My atheism, like that of",127,"['atheism,', 'baruch-spinoza,', 'gods,', 'inspirational,', 'interest,', 'motivational,', 'naturalism,', 'piety,', 'spinoza,', 'universe']"
13,"Steve Maraboli,","“Happiness is a state of mind, a choice, a way of living; it is not something to be achieved, it is something to be experienced.”",126,"['choices,', 'destination,', 'happiness,', 'inspirational,', 'life,', 'motivational']"
14,"Amit Kalantri,","“A photograph shouldn't be just a picture, it should be a philosophy.”",125,"['amit-kalantri,', 'amit-kalantri-quotes,', 'business,', 'business-quotes,', 'corporate,', 'corporate-world,', 'hobby,', 'human,', 'humans,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'meeting,', 'meetings,', 'metaphysics,', 'motivation,', 'motivational,', 'motivational-quotes,', 'objective,', 'objectivism,', 'objectivity,', 'paint,', 'painters,', 'painting,', 'philosophical,', 'philosophy,', 'photographer,', 'photographs,', 'photography,', 'photography-quotes,', 'picture,', 'pictures,', 'practical,', 'practicality,', 'practice,', 'pragmatic,', 'pragmatism,', 'wallpaper,', 'wisdom,', 'wisdom-quotes,', 'works']"
15,"Zain Hashmi,","“remember that trying is eighty percent of doing something. So try and don't give up, because not giving up is the other twenty percent.”",125,"['islam,', 'motivational,', 'spirituality,', 'sufi']"
16,Roy T. Bennett,"“The more you believed in yourself, the more you could trust yourself. The more you trust yourself, the less you compare yourself to others.”",122,"['authentic-living,', 'believe,', 'believe-in-yourself,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'spirituality,', 'trust-yourself']"
17,"William Shakespeare,",“And worse I may be yet: the worst is not,121,"['hope,', 'king-lear,', 'motivational,', 'worst']"
18,Roy T. Bennett,“Remember that things are not always as they appear to be… Curiosity creates possibilities and opportunities.”,117,"['creativity,', 'curiosity,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'opportunity,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'possibility']"
19,"Steve Maraboli,",“How would your life be different if…You didn’t allow yourself to be defined by your past? Let today be the day…You stop letting your history interfere with your destiny and awaken to the opportunity to release your greatest self.”,115,"['action,', 'change,', 'destiny,', 'empowerment,', 'history,', 'inspirational,', 'life,', 'motivational,', 'opportunity']"
20,Les Brown,"“Most people fail in life not because they aim too high and miss, but because they aim too low and hit.”",113,"['inspirational,', 'les-brown,', 'motivational']"
21,Roy T. Bennett,"“The more you talk about them, the more important they will feel. The more you listen to them, the more important you will make them feel.”",112,"['important,', 'influence,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'listen,', 'listening,', 'living,', 'motivation,', 'motivational,', 'talk,', 'talking']"
22,"Andrew Sean Greer,",“Just for the record: happiness is not bullshit.”,112,"['inspirational,', 'motivational']"
23,Les Brown,“If you take responsibility for yourself you will develop a hunger to accomplish your dreams.”,110,"['inspirational,', 'les-brown,', 'motivational']"
24,"Isabel  Lopez,","“If you can’t believe in miracles, then believe in yourself. When you want something bad enough, let that drive push you to make it happen. Sometimes you’ll run into brick walls that are put there to test you. Find a way around them and stay focused on your dream. Where there’s a will, there’s a way.”",110,"['believe-in-yourself,', 'dreams,', 'follow-your-dreams,', 'inspirational,', 'motivational,', 'obstacles']"
25,Roy T. Bennett,"“Real change is difficult at the beginning, but gorgeous at the end. Change begins the moment you get the courage and step outside your comfort zone; change begins at the end of your comfort zone.”",104,"['achievement,', 'change,', 'comfort-zone,', 'courage,', 'dream,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'start-up,', 'step-out-of-your-comfort-zone']"
26,"Steve Maraboli,",“When was the last time you woke up and realized that today could be the best day of your life?”,102,"['best-day,', 'inspirational,', 'life,', 'motivational,', 'today']"
27,"Jordan B. Peterson,","“Sometimes, when people have a low opinion of their own worth—or, perhaps, when they refuse responsibility for their lives—they choose a new acquaintance, of precisely the type who proved troublesome in the past. Such people don’t believe that they deserve any better—so they don’t go looking for it. Or, perhaps, they don’t want the trouble of better. Freud called this a “repetition compulsion.” He thought of it as an unconscious drive to repeat the horrors of the past—sometimes, perhaps, to formulate those horrors more precisely, sometimes to attempt more active mastery and sometimes, perhaps, because no alternatives beckon. People create their worlds with the tools they have directly at hand. Faulty tools produce faulty results. Repeated use of the same faulty tools produces the same faulty results. It is in this manner that those who fail to learn from the past doom themselves to repeat it. It’s partly fate. It’s partly inability. It’s partly … unwillingness to learn? Refusal to learn? Motivated refusal to learn?”",100,"['friendships,', 'learning-from-errors,', 'motivational,', 'personal-responsibility,', 'repetition-compulsion']"
28,Les Brown,“The greatest revenge is massive success.”,94,"['inspirational,', 'les-brown,', 'motivational']"
29,"ياسر حارب,",“الأحلام التي لا تدفعك للتحدث عنها بشغف هي أحلام ناقصة”,89,['motivational']
